Esperanto,Lowercase Esperanto,Trimmed,Esperanto Length
riproĉa rimarko ,riproĉa rimarko ,riproĉa rimarko,15
riskomastrumado ,riskomastrumado ,riskomastrumado,15
risurca domajno ,risurca domajno ,risurca domajno,15
risurca dosiero ,risurca dosiero ,risurca dosiero,15
risurca rikordo ,risurca rikordo ,risurca rikordo,15
risurco-rezervo ,risurco-rezervo ,risurco-rezervo,15
rolo de servilo ,rolo de servilo ,rolo de servilo,15
romiaj restaĵoj ,romiaj restaĵoj ,romiaj restaĵoj,15
rompi la kruron ,rompi la kruron ,rompi la kruron,15
ronda finkrampo ,ronda finkrampo ,ronda finkrampo,15
rubanda matrico ,rubanda matrico ,rubanda matrico,15
ruĝkrura tringo ,ruĝkrura tringo ,ruĝkrura tringo,15
Rusia Federacio ,rusia federacio ,rusia federacio,15
sablaj montetoj ,sablaj montetoj ,sablaj montetoj,15
ŝablondatumbazo ,ŝablondatumbazo ,ŝablondatumbazo,15
Sakramenta Tago ,sakramenta tago ,sakramenta tago,15
ŝanĝi grandecon ,ŝanĝi grandecon ,ŝanĝi grandecon,15
ŝanĝomastrumado ,ŝanĝomastrumado ,ŝanĝomastrumado,15
Sankta Skribaĵo ,sankta skribaĵo ,sankta skribaĵo,15
Sankta Vendredo ,sankta vendredo ,sankta vendredo,15
se kaj nur tiam ,se kaj nur tiam ,se kaj nur tiam,15
se plaĉos al vi ,se plaĉos al vi ,se plaĉos al vi,15
seanca restaŭro ,seanca restaŭro ,seanca restaŭro,15
sekura asociigo ,sekura asociigo ,sekura asociigo,15
sekureca nivelo ,sekureca nivelo ,sekureca nivelo,15
sekurecvundeblo ,sekurecvundeblo ,sekurecvundeblo,15
sekuriga ĵetono ,sekuriga ĵetono ,sekuriga ĵetono,15
sekuriga pakaĵo ,sekuriga pakaĵo ,sekuriga pakaĵo,15
sekurigfiltrilo ,sekurigfiltrilo ,sekurigfiltrilo,15
sekuriglumigilo ,sekuriglumigilo ,sekuriglumigilo,15
senĉesa luktado ,senĉesa luktado ,senĉesa luktado,15
sendanĝera kodo ,sendanĝera kodo ,sendanĝera kodo,15
senkonsidere al ,senkonsidere al ,senkonsidere al,15
senkotiledonulo ,senkotiledonulo ,senkotiledonulo,15
senokupa reĝimo ,senokupa reĝimo ,senokupa reĝimo,15
senpera gastigo ,senpera gastigo ,senpera gastigo,15
sensence paroli ,sensence paroli ,sensence paroli,15
sentivmaterialo ,sentivmaterialo ,sentivmaterialo,15
serĉa dosierujo ,serĉa dosierujo ,serĉa dosierujo,15
serĉi kontakton ,serĉi kontakton ,serĉi kontakton,15
seria konektejo ,seria konektejo ,seria konektejo,15
servo-sistemero ,servo-sistemero ,servo-sistemero,15
sesdekona rupio ,sesdekona rupio ,sesdekona rupio,15
Ŝetlandinsularo ,ŝetlandinsularo ,ŝetlandinsularo,15
sfigmomanometro ,sfigmomanometro ,sfigmomanometro,15
sidi kunpremite ,sidi kunpremite ,sidi kunpremite,15
signalhorloĝeto ,signalhorloĝeto ,signalhorloĝeto,15
signara kodpaĝo ,signara kodpaĝo ,signara kodpaĝo,15
signi sin kruce ,signi sin kruce ,signi sin kruce,15
silenta instalo ,silenta instalo ,silenta instalo,15
silicitradukilo ,silicitradukilo ,silicitradukilo,15
simbolkonflikto ,simbolkonflikto ,simbolkonflikto,15
simpla konverĝa ,simpla konverĝa ,simpla konverĝa,15
simple konverĝa ,simple konverĝa ,simple konverĝa,15
sinsekva atingo ,sinsekva atingo ,sinsekva atingo,15
sintaksa sukero ,sintaksa sukero ,sintaksa sukero,15
sistem-pritakso ,sistem-pritakso ,sistem-pritakso,15
sistem-protekto ,sistem-protekto ,sistem-protekto,15
sistemdosierujo ,sistemdosierujo ,sistemdosierujo,15
sisteminĝeniero ,sisteminĝeniero ,sisteminĝeniero,15
sistemkunteksto ,sistemkunteksto ,sistemkunteksto,15
sistemoperatoro ,sistemoperatoro ,sistemoperatoro,15
sistemprotokolo ,sistemprotokolo ,sistemprotokolo,15
situaci-dependa ,situaci-dependa ,situaci-dependa,15
skalara produto ,skalara produto ,skalara produto,15
skatolĝardeneto ,skatolĝardeneto ,skatolĝardeneto,15
skriba konsento ,skriba konsento ,skriba konsento,15
skriba lingvaĵo ,skriba lingvaĵo ,skriba lingvaĵo,15
skribebla disko ,skribebla disko ,skribebla disko,15
ŝlosi la pordon ,ŝlosi la pordon ,ŝlosi la pordon,15
ŝlosilgeneriloj ,ŝlosilgeneriloj ,ŝlosilgeneriloj,15
ŝlosilogenerilo ,ŝlosilogenerilo ,ŝlosilogenerilo,15
socia kontrakto ,socia kontrakto ,socia kontrakto,15
socilingvistika ,socilingvistika ,socilingvistika,15
somera olimpiko ,somera olimpiko ,somera olimpiko,15
ŝovi kaj demeti ,ŝovi kaj demeti ,ŝovi kaj demeti,15
spacete plenigi ,spacete plenigi ,spacete plenigi,15
speciala mapigo ,speciala mapigo ,speciala mapigo,15
speco de tiparo ,speco de tiparo ,speco de tiparo,15
speco de valoro ,speco de valoro ,speco de valoro,15
spika miriofilo ,spika miriofilo ,spika miriofilo,15
spite al tio ke ,spite al tio ke ,spite al tio ke,15
stablolaboristo ,stablolaboristo ,stablolaboristo,15
stakita frakcio ,stakita frakcio ,stakita frakcio,15
stampi monerojn ,stampi monerojn ,stampi monerojn,15
stapla printado ,stapla printado ,stapla printado,15
starta memtesto ,starta memtesto ,starta memtesto,15
startila riparo ,startila riparo ,startila riparo,15
ŝtatfederaciano ,ŝtatfederaciano ,ŝtatfederaciano,15
statika bindado ,statika bindado ,statika bindado,15
statika risurco ,statika risurco ,statika risurco,15
stato de aferoj ,stato de aferoj ,stato de aferoj,15
stelplena ĉielo ,stelplena ĉielo ,stelplena ĉielo,15
stenotajpistino ,stenotajpistino ,stenotajpistino,15
sterlinga funto ,sterlinga funto ,sterlinga funto,15
ŝtono bazangula ,ŝtono bazangula ,ŝtono bazangula,15
strata lanterno ,strata lanterno ,strata lanterno,15
strikta formato ,strikta formato ,strikta formato,15
stuca gvidlinio ,stuca gvidlinio ,stuca gvidlinio,15
ŝtupara funkcio ,ŝtupara funkcio ,ŝtupara funkcio,15
sub la gvido de ,sub la gvido de ,sub la gvido de,15
sub unu kondiĉo ,sub unu kondiĉo ,sub unu kondiĉo,15
suba paĝotitolo ,suba paĝotitolo ,suba paĝotitolo,15
subdepartemento ,subdepartemento ,subdepartemento,15
subskribo-linio ,subskribo-linio ,subskribo-linio,15
sumada kontrolo ,sumada kontrolo ,sumada kontrolo,15
superheterodino ,superheterodino ,superheterodino,15
superkondukanto ,superkondukanto ,superkondukanto,15
supertrakpasejo ,supertrakpasejo ,supertrakpasejo,15
supra dosierujo ,supra dosierujo ,supra dosierujo,15
supre-malsupren ,supre-malsupren ,supre-malsupren,15
surinama lingvo ,surinama lingvo ,surinama lingvo,15
ŝuŝa konsonanto ,ŝuŝa konsonanto ,ŝuŝa konsonanto,15
tabla komputilo ,tabla komputilo ,tabla komputilo,15
tagaloga lingvo ,tagaloga lingvo ,tagaloga lingvo,15
tage de naskiĝo ,tage de naskiĝo ,tage de naskiĝo,15
tajlanda lingvo ,tajlanda lingvo ,tajlanda lingvo,15
tajlorita menuo ,tajlorita menuo ,tajlorita menuo,15
tajpadaj opcioj ,tajpadaj opcioj ,tajpadaj opcioj,15
tajpeska tiparo ,tajpeska tiparo ,tajpeska tiparo,15
tamburbastoneto ,tamburbastoneto ,tamburbastoneto,15
tegmentfenestro ,tegmentfenestro ,tegmentfenestro,15
teknika kapablo ,teknika kapablo ,teknika kapablo,15
teknika scienco ,teknika scienco ,teknika scienco,15
teknologiismano ,teknologiismano ,teknologiismano,15
tekokomputileto ,tekokomputileto ,tekokomputileto,15
teksto-atribuoj ,teksto-atribuoj ,teksto-atribuoj,15
tekstoformatilo ,tekstoformatilo ,tekstoformatilo,15
telefonkatalogo ,telefonkatalogo ,telefonkatalogo,15
telegrafoficejo ,telegrafoficejo ,telegrafoficejo,15
televida anteno ,televida anteno ,televida anteno,15
televidprogramo ,televidprogramo ,televidprogramo,15
tempa akuzativo ,tempa akuzativo ,tempa akuzativo,15
temporegistrado ,temporegistrado ,temporegistrado,15
tergloba vilaĝo ,tergloba vilaĝo ,tergloba vilaĝo,15
terminalimitilo ,terminalimitilo ,terminalimitilo,15
testo-datumbazo ,testo-datumbazo ,testo-datumbazo,15
tie ĉi aldonita ,tie ĉi aldonita ,tie ĉi aldonita,15
tiel longe kiel ,tiel longe kiel ,tiel longe kiel,15
tiom longe kiom ,tiom longe kiom ,tiom longe kiom,15
tipo de objekto ,tipo de objekto ,tipo de objekto,15
tipo de permeso ,tipo de permeso ,tipo de permeso,15
tola teksaranĝo ,tola teksaranĝo ,tola teksaranĝo,15
topologia dualo ,topologia dualo ,topologia dualo,15
topologia spaco ,topologia spaco ,topologia spaco,15
trafa antaŭdiro ,trafa antaŭdiro ,trafa antaŭdiro,15
trafik-limigado ,trafik-limigado ,trafik-limigado,15
trafikpolicisto ,trafikpolicisto ,trafikpolicisto,15
tranĉilakrigilo ,tranĉilakrigilo ,tranĉilakrigilo,15
trankvilsangeco ,trankvilsangeco ,trankvilsangeco,15
transita rilato ,transita rilato ,transita rilato,15
transliterumado ,transliterumado ,transliterumado,15
transpasa efiko ,transpasa efiko ,transpasa efiko,15
transruĝa pordo ,transruĝa pordo ,transruĝa pordo,15
transsenda pago ,transsenda pago ,transsenda pago,15
trastreka gesto ,trastreka gesto ,trastreka gesto,15
trea disponeblo ,trea disponeblo ,trea disponeblo,15
tricikla taksio ,tricikla taksio ,tricikla taksio,15
trovi eliron el ,trovi eliron el ,trovi eliron el,15
trua detranĉaĵo ,trua detranĉaĵo ,trua detranĉaĵo,15
trubenda legilo ,trubenda legilo ,trubenda legilo,15
trukarta maŝino ,trukarta maŝino ,trukarta maŝino,15
Trutajpa tiparo ,trutajpa tiparo ,trutajpa tiparo,15
tubera helianto ,tubera helianto ,tubera helianto,15
turistprospekto ,turistprospekto ,turistprospekto,15
tute alia afero ,tute alia afero ,tute alia afero,15
tutlanda gazeto ,tutlanda gazeto ,tutlanda gazeto,15
tutmondavarmiĝo ,tutmondavarmiĝo ,tutmondavarmiĝo,15
tutmonde konata ,tutmonde konata ,tutmonde konata,15
tutteksta serĉo ,tutteksta serĉo ,tutteksta serĉo,15
tuttera teksaĵo ,tuttera teksaĵo ,tuttera teksaĵo,15
unu jaron poste ,unu jaron poste ,unu jaron poste,15
unua mondmilito ,unua mondmilito ,unua mondmilito,15
unupaŝa bildigo ,unupaŝa bildigo ,unupaŝa bildigo,15
USB-poŝmemorilo ,usb-poŝmemorilo ,usb-poŝmemorilo,15
uskleca kongruo ,uskleca kongruo ,uskleca kongruo,15
usklecodistinga ,usklecodistinga ,usklecodistinga,15
usklecodistingo ,usklecodistingo ,usklecodistingo,15
valori la penon ,valori la penon ,valori la penon,15
valoriza ordono ,valoriza ordono ,valoriza ordono,15
variablodeklaro ,variablodeklaro ,variablodeklaro,15
varietea teatro ,varietea teatro ,varietea teatro,15
vektora grafiko ,vektora grafiko ,vektora grafiko,15
vektora produto ,vektora produto ,vektora produto,15
vektora rotacio ,vektora rotacio ,vektora rotacio,15
vendir podetale ,vendir podetale ,vendir podetale,15
vendistodependa ,vendistodependa ,vendistodependa,15
venerea malsano ,venerea malsano ,venerea malsano,15
Venezuela Golfo ,venezuela golfo ,venezuela golfo,15
veni en akordon ,veni en akordon ,veni en akordon,15
veni ĝustatempe ,veni ĝustatempe ,veni ĝustatempe,15
ventogeneratoro ,ventogeneratoro ,ventogeneratoro,15
ventroparolanto ,ventroparolanto ,ventroparolanto,15
ventroparolisto ,ventroparolisto ,ventroparolisto,15
verda de ĵaluzo ,verda de ĵaluzo ,verda de ĵaluzo,15
verŝajnkontrolo ,verŝajnkontrolo ,verŝajnkontrolo,15
vertebra kolono ,vertebra kolono ,vertebra kolono,15
vertikala linio ,vertikala linio ,vertikala linio,15
Vespera Diservo ,vespera diservo ,vespera diservo,15
vespera ĵurnalo ,vespera ĵurnalo ,vespera ĵurnalo,15
vespera lernejo ,vespera lernejo ,vespera lernejo,15
veterinformisto ,veterinformisto ,veterinformisto,15
veti je ĉevaloj ,veti je ĉevaloj ,veti je ĉevaloj,15
veturigi posten ,veturigi posten ,veturigi posten,15
viagentaj viroj ,viagentaj viroj ,viagentaj viroj,15
videokonferenco ,videokonferenco ,videokonferenco,15
videoregistrilo ,videoregistrilo ,videoregistrilo,15
vinberkultivado ,vinberkultivado ,vinberkultivado,15
vindoza kliento ,vindoza kliento ,vindoza kliento,15
vintra erantido ,vintra erantido ,vintra erantido,15
vintra olimpiko ,vintra olimpiko ,vintra olimpiko,15
virinfrizistino ,virinfrizistino ,virinfrizistino,15
virtuala adreso ,virtuala adreso ,virtuala adreso,15
virtuala maŝino ,virtuala maŝino ,virtuala maŝino,15
virtuala memoro ,virtuala memoro ,virtuala memoro,15
viŝebla k-disko ,viŝebla k-disko ,viŝebla k-disko,15
vitroida kvarco ,vitroida kvarco ,vitroida kvarco,15
viziti personon ,viziti personon ,viziti personon,15
vizitita ligilo ,vizitita ligilo ,vizitita ligilo,15
voĉa konsonanto ,voĉa konsonanto ,voĉa konsonanto,15
vortotransporto ,vortotransporto ,vortotransporto,15
vulkana elsputo ,vulkana elsputo ,vulkana elsputo,15
zenita distanco ,zenita distanco ,zenita distanco,15
zirkonidioksido ,zirkonidioksido ,zirkonidioksido,15
zoologa ĝardeno ,zoologa ĝardeno ,zoologa ĝardeno,15
abdukcia muskolo ,abdukcia muskolo ,abdukcia muskolo,16
abona transakcio ,abona transakcio ,abona transakcio,16
abono al servilo ,abono al servilo ,abono al servilo,16
absoluta solfeĝo ,absoluta solfeĝo ,absoluta solfeĝo,16
abstrakta maŝino ,abstrakta maŝino ,abstrakta maŝino,16
aĉetanta regiono ,aĉetanta regiono ,aĉetanta regiono,16
acetata aldehido ,acetata aldehido ,acetata aldehido,16
acetilsalicilato ,acetilsalicilato ,acetilsalicilato,16
administra grupo ,administra grupo ,administra grupo,16
administra ilaro ,administra ilaro ,administra ilaro,16
administra ofico ,administra ofico ,administra ofico,16
adoptaj gepatroj ,adoptaj gepatroj ,adoptaj gepatroj,16
afabliga dizajno ,afabliga dizajno ,afabliga dizajno,16
afina hiperebeno ,afina hiperebeno ,afina hiperebeno,16
afrikansa lingvo ,afrikansa lingvo ,afrikansa lingvo,16
akcepti oficiale ,akcepti oficiale ,akcepti oficiale,16
akceptpoŝtĝirilo ,akceptpoŝtĝirilo ,akceptpoŝtĝirilo,16
Akermana funkcio ,akermana funkcio ,akermana funkcio,16
aktiva dokumento ,aktiva dokumento ,aktiva dokumento,16
aktiva dosierujo ,aktiva dosierujo ,aktiva dosierujo,16
aktuala malfinio ,aktuala malfinio ,aktuala malfinio,16
aktuaria scienco ,aktuaria scienco ,aktuaria scienco,16
akustika kuplilo ,akustika kuplilo ,akustika kuplilo,16
akvoĉefkondukilo ,akvoĉefkondukilo ,akvoĉefkondukilo,16
albordiĝa haveno ,albordiĝa haveno ,albordiĝa haveno,16
aldone al tio ke ,aldone al tio ke ,aldone al tio ke,16
aldonplata fendo ,aldonplata fendo ,aldonplata fendo,16
aleksandra verso ,aleksandra verso ,aleksandra verso,16
Aleksandrianismo ,aleksandrianismo ,aleksandrianismo,16
algebra prezento ,algebra prezento ,algebra prezento,16
algoritma lingvo ,algoritma lingvo ,algoritma lingvo,16
alkoholaĵmaniulo ,alkoholaĵmaniulo ,alkoholaĵmaniulo,16
alkoholentenanta ,alkoholentenanta ,alkoholentenanta,16
alproprigi al si ,alproprigi al si ,alproprigi al si,16
alta protektanto ,alta protektanto ,alta protektanto,16
amasa eksportado ,amasa eksportado ,amasa eksportado,16
amasdemonstracio ,amasdemonstracio ,amasdemonstracio,16
Amazona Riverego ,amazona riverego ,amazona riverego,16
Amerika Ekspreso ,amerika ekspreso ,amerika ekspreso,16
amfibia veturilo ,amfibia veturilo ,amfibia veturilo,16
analitika modelo ,analitika modelo ,analitika modelo,16
analizo de uzado ,analizo de uzado ,analizo de uzado,16
analogaj datenoj ,analogaj datenoj ,analogaj datenoj,16
anonima kompanio ,anonima kompanio ,anonima kompanio,16
antaŭ-elreligilo ,antaŭ-elreligilo ,antaŭ-elreligilo,16
antaŭa kaj posta ,antaŭa kaj posta ,antaŭa kaj posta,16
Antaŭfasta Mardo ,antaŭfasta mardo ,antaŭfasta mardo,16
antaŭinstalitaĵo ,antaŭinstalitaĵo ,antaŭinstalitaĵo,16
antaŭira spaceto ,antaŭira spaceto ,antaŭira spaceto,16
antaŭorda trairo ,antaŭorda trairo ,antaŭorda trairo,16
aparata kontrolo ,aparata kontrolo ,aparata kontrolo,16
aparata pasvorto ,aparata pasvorto ,aparata pasvorto,16
aparatara doketo ,aparatara doketo ,aparatara doketo,16
aparatmastrumado ,aparatmastrumado ,aparatmastrumado,16
aplikaĵa regiono ,aplikaĵa regiono ,aplikaĵa regiono,16
aplikaĵofenestro ,aplikaĵofenestro ,aplikaĵofenestro,16
aplikprogramisto ,aplikprogramisto ,aplikprogramisto,16
Apple-programaro ,apple-programaro ,apple-programaro,16
Araba Duoninsulo ,araba duoninsulo ,araba duoninsulo,16
arĥimeda spiralo ,arĥimeda spiralo ,arĥimeda spiralo,16
aristotelianismo ,aristotelianismo ,aristotelianismo,16
asemblilprogramo ,asemblilprogramo ,asemblilprogramo,16
asimilita versio ,asimilita versio ,asimilita versio,16
atendanta memoro ,atendanta memoro ,atendanta memoro,16
atendvica teorio ,atendvica teorio ,atendvica teorio,16
atribuita agordo ,atribuita agordo ,atribuita agordo,16
atributara folio ,atributara folio ,atributara folio,16
aŭdvidea dosiero ,aŭdvidea dosiero ,aŭdvidea dosiero,16
aŭdvidea objekto ,aŭdvidea objekto ,aŭdvidea objekto,16
aŭdvidea servilo ,aŭdvidea servilo ,aŭdvidea servilo,16
aŭtentiga metodo ,aŭtentiga metodo ,aŭtentiga metodo,16
aŭtobusa haltejo ,aŭtobusa haltejo ,aŭtobusa haltejo,16
aŭtomata lernado ,aŭtomata lernado ,aŭtomata lernado,16
aŭtomata plufluo ,aŭtomata plufluo ,aŭtomata plufluo,16
aŭtomata raporto ,aŭtomata raporto ,aŭtomata raporto,16
aŭtomate formati ,aŭtomate formati ,aŭtomate formati,16
aŭtomate korekti ,aŭtomate korekti ,aŭtomate korekti,16
aŭtonoma sistemo ,aŭtonoma sistemo ,aŭtonoma sistemo,16
aŭtuna ekvinokso ,aŭtuna ekvinokso ,aŭtuna ekvinokso,16
aviada regantaro ,aviada regantaro ,aviada regantaro,16
aviadelektroniko ,aviadelektroniko ,aviadelektroniko,16
aviadmekanikisto ,aviadmekanikisto ,aviadmekanikisto,16
bajoneta fermilo ,bajoneta fermilo ,bajoneta fermilo,16
bakteriologiisto ,bakteriologiisto ,bakteriologiisto,16
Balearaj Insuloj ,balearaj insuloj ,balearaj insuloj,16
Bartolomea Nokto ,bartolomea nokto ,bartolomea nokto,16
bastona diagramo ,bastona diagramo ,bastona diagramo,16
bateria vivdaŭro ,bateria vivdaŭro ,bateria vivdaŭro,16
bazedova malsano ,bazedova malsano ,bazedova malsano,16
bazhava adresado ,bazhava adresado ,bazhava adresado,16
bilda distingivo ,bilda distingivo ,bilda distingivo,16
bildere perfekta ,bildere perfekta ,bildere perfekta,16
bildolokokupiloj ,bildolokokupiloj ,bildolokokupiloj,16
bildsimbola vido ,bildsimbola vido ,bildsimbola vido,16
biletkontrolisto ,biletkontrolisto ,biletkontrolisto,16
bitoj en sekundo ,bitoj en sekundo ,bitoj en sekundo,16
bitoj rastrumere ,bitoj rastrumere ,bitoj rastrumere,16
blanka sangoĉelo ,blanka sangoĉelo ,blanka sangoĉelo,16
blanka substanco ,blanka substanco ,blanka substanco,16
bluflugila anaso ,bluflugila anaso ,bluflugila anaso,16
Bonan versperon! ,bonan versperon! ,bonan versperon!,16
bonforma formulo ,bonforma formulo ,bonforma formulo,16
borsa makleristo ,borsa makleristo ,borsa makleristo,16
botanika ĝardeno ,botanika ĝardeno ,botanika ĝardeno,16
brazila nuksarbo ,brazila nuksarbo ,brazila nuksarbo,16
Bristola Markolo ,bristola markolo ,bristola markolo,16
brutforta metodo ,brutforta metodo ,brutforta metodo,16
buĝeta konsilaro ,buĝeta konsilaro ,buĝeta konsilaro,16
buĝetaj elspezoj ,buĝetaj elspezoj ,buĝetaj elspezoj,16
buŝpleno da kafo ,buŝpleno da kafo ,buŝpleno da kafo,16
butona reklamaĵo ,butona reklamaĵo ,butona reklamaĵo,16
butonaj informoj ,butonaj informoj ,butonaj informoj,16
ĉe la freŝa faro ,ĉe la freŝa faro ,ĉe la freŝa faro,16
ĉe la komenco de ,ĉe la komenco de ,ĉe la komenco de,16
ĉefa enkursigilo ,ĉefa enkursigilo ,ĉefa enkursigilo,16
ĉefurboteritorio ,ĉefurboteritorio ,ĉefurboteritorio,16
celi al la supro ,celi al la supro ,celi al la supro,16
centra projekcio ,centra projekcio ,centra projekcio,16
centrala hejtado ,centrala hejtado ,centrala hejtado,16
cifereca koverto ,cifereca koverto ,cifereca koverto,16
cifereca stirado ,cifereca stirado ,cifereca stirado,16
ĉifritaj datumoj ,ĉifritaj datumoj ,ĉifritaj datumoj,16
ĉirkaŭ la mateno ,ĉirkaŭ la mateno ,ĉirkaŭ la mateno,16
cirkla referenco ,cirkla referenco ,cirkla referenco,16
Ĉiuj Gesanktuloj ,ĉiuj gesanktuloj ,ĉiuj gesanktuloj,16
ĉiuriska asekuro ,ĉiuriska asekuro ,ĉiuriska asekuro,16
ĉiutaga savkopio ,ĉiutaga savkopio ,ĉiutaga savkopio,16
ĉokoladostangeto ,ĉokoladostangeto ,ĉokoladostangeto,16
ĉu aŭ ne danĝere ,ĉu aŭ ne danĝere ,ĉu aŭ ne danĝere,16
Ĉukĉa Duoninsulo ,ĉukĉa duoninsulo ,ĉukĉa duoninsulo,16
datuma intervalo ,datuma intervalo ,datuma intervalo,16
datumbaza lingvo ,datumbaza lingvo ,datumbaza lingvo,16
datumbaza tenejo ,datumbaza tenejo ,datumbaza tenejo,16
datumbazostirata ,datumbazostirata ,datumbazostirata,16
datumbazostirita ,datumbazostirita ,datumbazostirita,16
datumoj de kampo ,datumoj de kampo ,datumoj de kampo,16
datumomanipulado ,datumomanipulado ,datumomanipulado,16
datumomastrumado ,datumomastrumado ,datumomastrumado,16
de uzanto kreita ,de uzanto kreita ,de uzanto kreita,16
dedekinda tranĉo ,dedekinda tranĉo ,dedekinda tranĉo,16
dediĉita konekto ,dediĉita konekto ,dediĉita konekto,16
dediĉita risurco ,dediĉita risurco ,dediĉita risurco,16
dediĉita servilo ,dediĉita servilo ,dediĉita servilo,16
defaŭlta aparato ,defaŭlta aparato ,defaŭlta aparato,16
defaŭlta ĉefpaĝo ,defaŭlta ĉefpaĝo ,defaŭlta ĉefpaĝo,16
defaŭlta funkcio ,defaŭlta funkcio ,defaŭlta funkcio,16
defaŭlta gastigo ,defaŭlta gastigo ,defaŭlta gastigo,16
defaŭlta klavaro ,defaŭlta klavaro ,defaŭlta klavaro,16
defaŭlta presilo ,defaŭlta presilo ,defaŭlta presilo,16
defaŭlta risurco ,defaŭlta risurco ,defaŭlta risurco,16
degenera matrico ,degenera matrico ,degenera matrico,16
deklami monotone ,deklami monotone ,deklami monotone,16
deklarema lingvo ,deklarema lingvo ,deklarema lingvo,16
deklari invalida ,deklari invalida ,deklari invalida,16
dekliva streketo ,dekliva streketo ,dekliva streketo,16
dekuma logaritmo ,dekuma logaritmo ,dekuma logaritmo,16
demandoprotokolo ,demandoprotokolo ,demandoprotokolo,16
Demorganaj leĝoj ,demorganaj leĝoj ,demorganaj leĝoj,16
dependa diagramo ,dependa diagramo ,dependa diagramo,16
dependa programo ,dependa programo ,dependa programo,16
dependa variablo ,dependa variablo ,dependa variablo,16
dependogramatiko ,dependogramatiko ,dependogramatiko,16
depost tiu tempo ,depost tiu tempo ,depost tiu tempo,16
desegna tabuleto ,desegna tabuleto ,desegna tabuleto,16
deŝiri sin de iu ,deŝiri sin de iu ,deŝiri sin de iu,16
desupra fasonado ,desupra fasonado ,desupra fasonado,16
dia-reproduktilo ,dia-reproduktilo ,dia-reproduktilo,16
dialoga ensaluto ,dialoga ensaluto ,dialoga ensaluto,16
dialoga programo ,dialoga programo ,dialoga programo,16
diapozitivtenilo ,diapozitivtenilo ,diapozitivtenilo,16
diferencodosiero ,diferencodosiero ,diferencodosiero,16
dika tiparfasono ,dika tiparfasono ,dika tiparfasono,16
diko de prestipo ,diko de prestipo ,diko de prestipo,16
dinamika bindado ,dinamika bindado ,dinamika bindado,16
dinamika portilo ,dinamika portilo ,dinamika portilo,16
dinamika retpaĝo ,dinamika retpaĝo ,dinamika retpaĝo,16
diri sensencaĵon ,diri sensencaĵon ,diri sensencaĵon,16
diska registrilo ,diska registrilo ,diska registrilo,16
diskturnila niĉo ,diskturnila niĉo ,diskturnila niĉo,16
dispece eksplodi ,dispece eksplodi ,dispece eksplodi,16
disponigota pako ,disponigota pako ,disponigota pako,16
distinga faktoro ,distinga faktoro ,distinga faktoro,16
distribua punkto ,distribua punkto ,distribua punkto,16
divida formularo ,divida formularo ,divida formularo,16
divido kun resto ,divido kun resto ,divido kun resto,16
dokumentdetruilo ,dokumentdetruilo ,dokumentdetruilo,16
domajna nomspaco ,domajna nomspaco ,domajna nomspaco,16
dormema frizisto ,dormema frizisto ,dormema frizisto,16
dosiera historio ,dosiera historio ,dosiera historio,16
dosierfina marko ,dosierfina marko ,dosierfina marko,16
dosierinterŝanĝo ,dosierinterŝanĝo ,dosierinterŝanĝo,16
dosiersitutabelo ,dosiersitutabelo ,dosiersitutabelo,16
droni en detaloj ,droni en detaloj ,droni en detaloj,16
duagrada lernejo ,duagrada lernejo ,duagrada lernejo,16
duaklasa soldato ,duaklasa soldato ,duaklasa soldato,16
dufaza aŭtentigo ,dufaza aŭtentigo ,dufaza aŭtentigo,16
dum iom da tempo ,dum iom da tempo ,dum iom da tempo,16
dum kelkaj horoj ,dum kelkaj horoj ,dum kelkaj horoj,16
dum la tuta jaro ,dum la tuta jaro ,dum la tuta jaro,16
dum la tuta tago ,dum la tuta tago ,dum la tuta tago,16
dum la tuta tago ,dum la tuta tago ,dum la tuta tago,16
dum restas ŝanco ,dum restas ŝanco ,dum restas ŝanco,16
dum restas tempo ,dum restas tempo ,dum restas tempo,16
duobla precizeco ,duobla precizeco ,duobla precizeco,16
duobla procesoro ,duobla procesoro ,duobla procesoro,16
duobla procezilo ,duobla procezilo ,duobla procezilo,16
duonhisita flago ,duonhisita flago ,duonhisita flago,16
edziga ceremonio ,edziga ceremonio ,edziga ceremonio,16
ekde tiu momento ,ekde tiu momento ,ekde tiu momento,16
eksperta sistemo ,eksperta sistemo ,eksperta sistemo,16
ekstera memorilo ,ekstera memorilo ,ekstera memorilo,16
ekstera operacio ,ekstera operacio ,ekstera operacio,16
eksterordinarega ,eksterordinarega ,eksterordinarega,16
ekstervidigi sin ,ekstervidigi sin ,ekstervidigi sin,16
Ekstrema Oriento ,ekstrema oriento ,ekstrema oriento,16
ekumena koncilio ,ekumena koncilio ,ekumena koncilio,16
ekvator-gvineano ,ekvator-gvineano ,ekvator-gvineano,16
ekvinoksa punkto ,ekvinoksa punkto ,ekvinoksa punkto,16
ekvivalentoklaso ,ekvivalentoklaso ,ekvivalentoklaso,16
ekvivalentrilato ,ekvivalentrilato ,ekvivalentrilato,16
ekzistencialismo ,ekzistencialismo ,ekzistencialismo,16
eldiri verdikton ,eldiri verdikton ,eldiri verdikton,16
eleganta klarkio ,eleganta klarkio ,eleganta klarkio,16
elekteblo-butono ,elekteblo-butono ,elekteblo-butono,16
elektrodinamismo ,elektrodinamismo ,elektrodinamismo,16
